"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 12 16:15:58 GMT 2025","Mon May 12 16:15:59 GMT 2025","932","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) Check Dropdown (datalist) menu",""
"passed","Mon May 12 16:16:08 GMT 2025","Mon May 12 16:16:09 GMT 2025","904","","ui.WebFormTests","","ui.WebFormTests","openWebFormTest","Check Web form page",""
"passed","Mon May 12 16:16:20 GMT 2025","Mon May 12 16:16:21 GMT 2025","875","","ui.WebFormTests","","ui.WebFormTests","passwordInputTest","Check password field",""
"passed","Mon May 12 16:16:05 GMT 2025","Mon May 12 16:16:06 GMT 2025","1024","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByVisibleTextTest","dropdownSelectByVisibleTextTest(String) Check Dropdown (select) menu by visible text",""
"passed","Mon May 12 16:15:48 GMT 2025","Mon May 12 16:15:48 GMT 2025","684","","ui.NotificationsTests","","ui.NotificationsTests","openNotificationsTest","Check Notifications page",""
"passed","Mon May 12 16:15:42 GMT 2025","Mon May 12 16:15:43 GMT 2025","753","","ui.IFrameTests","","ui.IFrameTests","openIFramesTest","Check IFrames page",""
"broken","Mon May 12 16:16:11 GMT 2025","Mon May 12 16:16:12 GMT 2025","855","","ui.WebFormTests","","ui.WebFormTests","fileInputTest","Check File input field",""
"passed","Mon May 12 16:15:37 GMT 2025","Mon May 12 16:15:38 GMT 2025","714","","ui.DragAndDropTests","","ui.DragAndDropTests","openDragAndDropTest","Check Drag and Drop page",""
"passed","Mon May 12 16:16:03 GMT 2025","Mon May 12 16:16:03 GMT 2025","925","","ui.WebFormTests","","ui.WebFormTests","openWebFormTestWithCheck","Check Web form page",""
"passed","Mon May 12 16:16:06 GMT 2025","Mon May 12 16:16:07 GMT 2025","991","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByVisibleTextTest","dropdownSelectByVisibleTextTest(String) Check Dropdown (select) menu by visible text",""
"passed","Mon May 12 16:16:10 GMT 2025","Mon May 12 16:16:11 GMT 2025","892","","ui.WebFormTests","","ui.WebFormTests","colorPickerTest","Check Color picker",""
"passed","Mon May 12 16:16:12 GMT 2025","Mon May 12 16:16:15 GMT 2025","3185","","ui.WebFormTests","","ui.WebFormTests","actionAPIMouseExampleRangeTest","Check Example range",""
"passed","Mon May 12 16:16:18 GMT 2025","Mon May 12 16:16:19 GMT 2025","946","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByValueTest","dropdownSelectByValueTest(String) Check Dropdown (select) menu by value",""
"passed","Mon May 12 16:15:54 GMT 2025","Mon May 12 16:15:55 GMT 2025","1179","","ui.WebFormTests","","ui.WebFormTests","textAreaFieldClearTest","Check clear textarea field",""
"passed","Mon May 12 16:16:00 GMT 2025","Mon May 12 16:16:01 GMT 2025","934","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) Check Dropdown (datalist) menu",""
"passed","Mon May 12 16:16:02 GMT 2025","Mon May 12 16:16:03 GMT 2025","948","","ui.WebFormTests","","ui.WebFormTests","radioButtonsTest","Check radio buttons",""
"passed","Mon May 12 16:15:40 GMT 2025","Mon May 12 16:15:41 GMT 2025","712","","ui.GeolocationTests","","ui.GeolocationTests","openGeolocationTest","Check Geolocation page",""
"passed","Mon May 12 16:15:44 GMT 2025","Mon May 12 16:15:45 GMT 2025","667","","ui.LoginFormTests","","ui.LoginFormTests","openLoginFormTest","Check Login form page",""
"passed","Mon May 12 16:15:48 GMT 2025","Mon May 12 16:15:49 GMT 2025","696","","ui.RandomCalculatorTests","","ui.RandomCalculatorTests","openRandomCalculatorTest","Check Random calculator page",""
"passed","Mon May 12 16:15:38 GMT 2025","Mon May 12 16:15:39 GMT 2025","709","","ui.DrawInCanvasTests","","ui.DrawInCanvasTests","openDrawInCanvasTest","Check Draw in canvas page",""
"passed","Mon May 12 16:16:17 GMT 2025","Mon May 12 16:16:18 GMT 2025","986","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByValueTest","dropdownSelectByValueTest(String) Check Dropdown (select) menu by value",""
"passed","Mon May 12 16:16:09 GMT 2025","Mon May 12 16:16:10 GMT 2025","1107","","ui.WebFormTests","","ui.WebFormTests","textAreaFieldTest","Check textarea field",""
"passed","Mon May 12 16:15:56 GMT 2025","Mon May 12 16:15:57 GMT 2025","1013","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) Check Dropdown (datalist) menu",""
"passed","Mon May 12 16:15:51 GMT 2025","Mon May 12 16:15:53 GMT 2025","1232","","ui.WebFormTests","","ui.WebFormTests","textInputClearTest","Check clear user field",""
"passed","Mon May 12 16:15:41 GMT 2025","Mon May 12 16:15:42 GMT 2025","694","","ui.GetUserMediaTests","","ui.GetUserMediaTests","openGetUserMediaTest","Check Get user media page",""
"passed","Mon May 12 16:16:01 GMT 2025","Mon May 12 16:16:02 GMT 2025","963","","ui.WebFormTests","","ui.WebFormTests","disabledInputFieldTest","Check Disabled input field",""
"passed","Mon May 12 16:16:15 GMT 2025","Mon May 12 16:16:16 GMT 2025","869","","ui.WebFormTests","","ui.WebFormTests","readonlyInputFieldTest","Check Readonly input field",""
"passed","Mon May 12 16:16:04 GMT 2025","Mon May 12 16:16:05 GMT 2025","1008","","ui.WebFormTests","","ui.WebFormTests","datePickerTest","Check Date picker",""
"passed","Mon May 12 16:16:21 GMT 2025","Mon May 12 16:16:22 GMT 2025","873","","ui.WebFormTests","","ui.WebFormTests","textInputTest","Check user field",""
"passed","Mon May 12 16:15:36 GMT 2025","Mon May 12 16:15:36 GMT 2025","725","","ui.DialogBoxesTests","","ui.DialogBoxesTests","openDialogBoxesTest","Check Dialog Boxes page",""
"passed","Mon May 12 16:15:35 GMT 2025","Mon May 12 16:15:36 GMT 2025","767","","ui.DataTypesTests","","ui.DataTypesTests","openDataTypesTest","Check Data Types page",""
"passed","Mon May 12 16:15:43 GMT 2025","Mon May 12 16:15:44 GMT 2025","701","","ui.InfiniteScrollTests","","ui.InfiniteScrollTests","openInfiniteScrollTest","Check Infinite scroll page",""
"passed","Mon May 12 16:15:57 GMT 2025","Mon May 12 16:15:58 GMT 2025","953","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) Check Dropdown (datalist) menu",""
"passed","Mon May 12 16:16:03 GMT 2025","Mon May 12 16:16:04 GMT 2025","939","","ui.WebFormTests","","ui.WebFormTests","checkedCheckboxTest","Check checked Checkbox",""
"passed","Mon May 12 16:16:19 GMT 2025","Mon May 12 16:16:20 GMT 2025","945","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByValueTest","dropdownSelectByValueTest(String) Check Dropdown (select) menu by value",""
"passed","Mon May 12 16:15:47 GMT 2025","Mon May 12 16:15:48 GMT 2025","719","","ui.NavigationTests","","ui.NavigationTests","openNavigationTest","Check Navigation page",""
"passed","Mon May 12 16:15:59 GMT 2025","Mon May 12 16:16:00 GMT 2025","926","","ui.WebFormTests","","ui.WebFormTests","dropdownDataListTest","dropdownDataListTest(String) Check Dropdown (datalist) menu",""
"passed","Mon May 12 16:15:51 GMT 2025","Mon May 12 16:15:51 GMT 2025","692","","ui.SlowLoginTests","","ui.SlowLoginTests","openSlowLoginTest","Check Slow login page",""
"passed","Mon May 12 16:16:07 GMT 2025","Mon May 12 16:16:08 GMT 2025","998","","ui.WebFormTests","","ui.WebFormTests","dropdownSelectByVisibleTextTest","dropdownSelectByVisibleTextTest(String) Check Dropdown (select) menu by visible text",""
